1, 0.000646
2, 0.000985
3, 0.001338
4, 0.001686
5, 0.002039
6, 0.002389
7, 0.002676
8, 0.002963
9, 0.003413
10, 0.003727
11, 0.004039
12, 0.004348
13, 0.004681
14, 0.004941
15, 0.0052
16, 0.00546
17, 0.005723
18, 0.005982
19, 0.006242
20, 0.006503
21, 0.006754
22, 0.006976
23, 0.0072
24, 0.007424
25, 0.00765
26, 0.007874
27, 0.008115
28, 0.008339
29, 0.008566
30, 0.0088
31, 0.008998
32, 0.009194
33, 0.009396
34, 0.009602
35, 0.009799
36, 0.009997
37, 0.010195
38, 0.010396
39, 0.010596
40, 0.010794
41, 0.010982
42, 0.01116
43, 0.011337
44, 0.011514
45, 0.011691
46, 0.011877
47, 0.012063
48, 0.01227
49, 0.012454
50, 0.012635
51, 0.012816
52, 0.012993
53, 0.013214
54, 0.013376
55, 0.01354
56, 0.013703
57, 0.013868
58, 0.01403
59, 0.014194
60, 0.014358
61, 0.014521
62, 0.014685
63, 0.01485
64, 0.015023
65, 0.015206
66, 0.015371
67, 0.015535
68, 0.015702
69, 0.015867
70, 0.01603
71, 0.016194
72, 0.016358
73, 0.016523
74, 0.016687
75, 0.016851
76, 0.017014
77, 0.017178
78, 0.017342
79, 0.017523
80, 0.017687
81, 0.017929
82, 0.018163
83, 0.018329
84, 0.018492
85, 0.018657
86, 0.018904
87, 0.019095
88, 0.019259
89, 0.019424
90, 0.019588
91, 0.019754
92, 0.019921
93, 0.020085
94, 0.020278
95, 0.02048
96, 0.020639
97, 0.020802
98, 0.020978
99, 0.021144
100, 0.021308
101, 0.021475
102, 0.021642
103, 0.021806
104, 0.021971
105, 0.022135
106, 0.022299
107, 0.022461
108, 0.022623
109, 0.022786
110, 0.022948
111, 0.023112
112, 0.023274
113, 0.023439
114, 0.023603
115, 0.023767
116, 0.023931
117, 0.024093
118, 0.024289
119, 0.024456
120, 0.024619
121, 0.024783
122, 0.024949
123, 0.025121
124, 0.02528
125, 0.02544
126, 0.0256
127, 0.02576
128, 0.025919
129, 0.02608
130, 0.026237
131, 0.026397
132, 0.026557
133, 0.026718
134, 0.026879
135, 0.027039
136, 0.027206
137, 0.027396
138, 0.027571
139, 0.027732
140, 0.027893
141, 0.028053
142, 0.028212
143, 0.028371
144, 0.02853
145, 0.028689
146, 0.02885
147, 0.029009
148, 0.029168
149, 0.029328
150, 0.029487
151, 0.029647
152, 0.029807
153, 0.029968
154, 0.030126
155, 0.030288
156, 0.030477
157, 0.030637
158, 0.030796
159, 0.030956
160, 0.031118
161, 0.031293
162, 0.031458
163, 0.031622
164, 0.031796
165, 0.031957
166, 0.032117
167, 0.032277
168, 0.032438
169, 0.032598
170, 0.032761
171, 0.032922
172, 0.033082
173, 0.033295
174, 0.033457
175, 0.033616
176, 0.033776
177, 0.033936
178, 0.03411
179, 0.034275
180, 0.034452
181, 0.034673
182, 0.034833
183, 0.034994
184, 0.035155
185, 0.035315
186, 0.03549
187, 0.03565
188, 0.035811
189, 0.03597
190, 0.03613
191, 0.036291
192, 0.036451
193, 0.036611
194, 0.036771
195, 0.036931
196, 0.037091
197, 0.037255
198, 0.037456
199, 0.03762
200, 0.037783
