1, 0.000787
2, 0.001221
3, 0.001638
4, 0.002045
5, 0.002537
6, 0.003245
7, 0.003966
8, 0.00472
9, 0.005758
10, 0.006487
11, 0.007188
12, 0.00793
13, 0.008527
14, 0.00911
15, 0.009667
16, 0.010114
17, 0.01054
18, 0.01095
19, 0.011345
20, 0.011758
21, 0.012196
22, 0.012632
23, 0.013025
24, 0.01342
25, 0.013811
26, 0.014205
27, 0.0146
28, 0.014993
29, 0.015386
30, 0.015781
31, 0.016174
32, 0.016578
33, 0.016971
34, 0.017465
35, 0.017859
36, 0.018253
37, 0.018649
38, 0.01905
39, 0.019478
40, 0.019898
41, 0.020324
42, 0.020757
43, 0.021155
44, 0.021549
45, 0.021992
46, 0.02241
47, 0.022808
48, 0.023217
49, 0.023637
50, 0.024047
51, 0.02453
52, 0.024928
53, 0.025326
54, 0.025724
55, 0.026122
56, 0.026529
57, 0.026941
58, 0.027474
59, 0.027915
60, 0.02835
61, 0.028781
62, 0.029221
63, 0.029653
64, 0.030079
65, 0.030533
66, 0.030969
67, 0.031409
68, 0.031869
69, 0.032311
70, 0.03274
71, 0.033173
72, 0.033614
73, 0.034044
74, 0.034492
75, 0.034927
76, 0.035356
77, 0.035888
78, 0.036407
79, 0.036837
80, 0.037301
81, 0.037828
82, 0.038246
83, 0.038778
84, 0.039219
85, 0.039653
86, 0.040087
87, 0.040519
88, 0.040954
89, 0.041391
90, 0.04182
91, 0.042251
92, 0.042753
93, 0.043184
94, 0.043592
95, 0.043996
96, 0.044453
97, 0.044854
98, 0.04527
99, 0.045674
100, 0.046086
101, 0.04653
102, 0.047089
103, 0.047532
104, 0.047936
105, 0.048373
106, 0.048806
107, 0.049205
108, 0.049605
109, 0.050008
110, 0.050443
111, 0.050848
112, 0.051245
113, 0.051645
114, 0.052059
115, 0.052457
116, 0.052868
117, 0.053272
118, 0.053909
119, 0.054333
120, 0.054743
121, 0.055149
122, 0.05555
123, 0.055954
124, 0.056432
125, 0.056839
126, 0.057239
127, 0.0577
128, 0.058112
129, 0.058516
130, 0.058932
131, 0.059333
132, 0.059747
133, 0.06015
134, 0.060568
135, 0.06097
136, 0.061417
137, 0.061819
138, 0.062249
139, 0.062652
140, 0.063049
141, 0.063449
142, 0.06385
143, 0.064251
144, 0.064651
145, 0.065053
146, 0.065463
147, 0.065896
148, 0.066298
149, 0.066848
150, 0.067296
151, 0.06771
152, 0.068164
153, 0.06871
154, 0.069131
155, 0.069566
156, 0.069976
157, 0.070377
158, 0.070776
159, 0.071178
160, 0.071573
161, 0.071975
162, 0.072377
163, 0.072792
164, 0.07319
165, 0.073608
166, 0.074012
167, 0.074413
168, 0.074815
169, 0.075463
170, 0.075958
171, 0.076426
172, 0.07691
173, 0.077395
174, 0.07783
175, 0.078265
176, 0.078703
177, 0.079298
178, 0.079753
179, 0.080161
180, 0.080587
181, 0.080991
182, 0.081411
183, 0.081825
184, 0.082233
185, 0.082714
186, 0.083118
187, 0.08352
188, 0.083964
189, 0.084398
190, 0.084855
191, 0.085262
192, 0.085663
193, 0.086069
194, 0.086473
195, 0.086875
196, 0.087295
197, 0.087697
198, 0.088108
199, 0.088511
200, 0.088913
